INDEX_,HOUR,DAYOFWEEK,VISIBILITY,LIGHT,RDSFCOND,TEMP,REL_HUMID,LOCCOORD,TRAFFCTL,ROADCLASS,SPEEDLMT,VEH_ADT,PED_ADT,LAND_USE,POP_2021,PRIV_DWELL,LAND_AREA,INVAGE,PEDCOND,PEDACT,VEHINV,VIOL,INJURY
80156398,9,weekday,Clear,Daylight,Dry,3.2,0.48,Midblock,No Control,Major Arterial,60,448.0,7.0,Regeneration,783,395,363,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80181230,18,weekday,Clear,Dark,Dry,1.5,0.65,Midblock,No Control,Minor Arterial,60,574.0,29.0,Residential,454,175,167,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
80559128,8,weekday,Clear,Daylight,Dry,0.8,0.86,Intersection,No Control,Major Arterial,60,807.0,4.0,Residential,460,153,148,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80502199,8,weekend,Clear,Daylight,Dry,7.0,0.61,Midblock,No Control,Major Arterial,60,252.0,85.0,Parks,462,300,269,Over 65,Normal,Other,automobile,speeding,Major
80631984,18,weekday,Clear,Dark,Dry,7.1,0.6,Midblock,No Control,Major Arterial,60,789.0,41.0,Residential,641,262,242,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
80171463,21,weekday,Clear,Dark,Dry,18.5,0.7,Intersection,No Control,Major Arterial,60,413.0,3.0,Commercial,428,252,222,30 to 44,Unknown,Crossing with ROW,automobile,aggressive driving,Major
80156528,22,weekday,Rain,Dark,Wet,6.4,0.88,Intersection,Traffic Signal including Transit,Major Arterial,60,831.0,36.0,Parks,2658,1521,1433,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
7877499,0,weekend,Clear,Dark,Dry,6.7,0.81,Midblock,No Control,Major Arterial,60,1078.0,112.0,Residential,684,213,209,15 to 29,Unknown,Crossing with ROW and no control,automobile,alcohol-related,Fatal
80181437,22,weekday,Clear,Dark,Dry,-3.5,0.63,Midblock,No Control,Minor Arterial,60,67.0,9.0,Residential,948,529,454,Over 65,Normal,Other,automobile,speeding,Major
7887927,20,weekend,Clear,Dark,Dry,8.4,0.63,Intersection,No Control,Major Arterial,60,383.0,12.0,Parks,494,192,182,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW,automobile,aggressive driving,Major
80181438,22,weekday,Clear,Dark,Dry,-3.5,0.63,Midblock,No Control,Minor Arterial,60,67.0,9.0,Residential,948,529,454,Over 65,Normal,Other,automobile,speeding,Minimal
8000153,16,weekday,Clear,Daylight,Dry,22.2,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,774.0,50.0,Unknown,659,285,271,Over 65,Unknown,Crossing with ROW,automobile,aggressive driving,Major
80707660,19,weekday,Clear,Dark,Dry,1.0,0.48,Intersection,Traffic Signal including Transit,Major Arterial,60,595.0,33.0,Residential,638,259,226,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80241775,17,weekday,Clear,Daylight,Dry,24.8,0.41,Intersection,No Control,Minor Arterial,60,301.0,8.0,Residential,408,113,111,30 to 44,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80502240,17,weekday,Clear,Dusk,Wet,8.0,0.9,Midblock,No Control,Major Arterial,60,245.0,44.0,Residential,634,261,255,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
80623673,19,weekday,Rain,Dark,Ice/Slush,0.2,0.95,Midblock,No Control,Major Arterial,60,712.0,1.0,Parks,449,158,155,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
80223752,13,weekend,Clear,Daylight,Dry,2.0,0.73,Midblock,No Control,Major Arterial,60,510.0,3.0,Natural areas,946,477,457,45 to 64,Unknown,Other,automobile,speeding,Major
80508066,17,weekend,Clear,Daylight,Dry,9.5,0.39,Intersection,No Control,Major Arterial,60,240.0,10.0,Other Open Space,1513,1130,964,Over 65,Normal,Other,automobile,speeding,Major
80509707,10,weekday,Clear,Daylight,Dry,0.2,0.31,Midblock,No Control,Major Arterial,60,914.0,110.0,Parks,1438,595,570,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80000042,16,weekday,Clear,Daylight,Dry,22.2,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,774.0,50.0,Unknown,659,285,271,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
80253970,19,weekday,Clear,Dark,Dry,7.0,0.67,Intersection,Traffic Signal including Transit,Minor Arterial,60,327.0,10.0,Residential,313,86,84,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
80632434,19,weekday,Rain,Dusk,Wet,2.8,0.86,Intersection,Traffic Signal including Transit,Major Arterial,60,659.0,33.0,Mixed Use,1739,689,666,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80242349,15,weekday,Clear,Daylight,Dry,25.9,0.5,Midblock,No Control,Local,50,66.0,4.0,Residential,562,251,229,45 to 64,Unknown,Other,automobile,speeding,Major
80000055,15,weekday,Clear,Daylight,Dry,-10.2,0.69,Midblock,Other Traffic Control,Major Arterial,60,266.0,1.0,Mixed Use,1233,730,706,Over 65,Unknown,Crossing with ROW and no control,automobile,speeding,Fatal
80146560,16,weekday,Clear,Daylight,Dry,-9.7,0.71,Midblock,No Control,Minor Arterial,60,424.0,140.0,Residential,1124,652,580,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
80502826,20,weekday,Freezing Rain,Dark,Wet,1.0,0.95,Midblock,No Control,Major Arterial,60,177.0,84.0,Regeneration,2588,1604,1482,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
80624217,13,weekday,Clear,Daylight,Dry,-6.3,0.59,Intersection,Traffic Signal including Transit,Major Arterial,60,340.0,22.0,Residential,557,244,229,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
80156690,17,weekend,Clear,Daylight,Dry,9.5,0.39,Intersection,Traffic Signal including Transit,Major Arterial,60,354.0,23.0,Parks,584,248,240,45 to 64,Unknown,Crossing with ROW,automobile,aggressive driving,Major
80242653,4,weekday,Clear,Dark,Dry,16.2,0.84,Midblock,No Control,Major Arterial,60,457.0,425.0,Unknown,723,208,172,45 to 64,Other,Other,truck,speeding,Major
80631925,13,weekday,Clear,Daylight,Dry,-4.0,0.91,Intersection,Other Traffic Control,Collector,50,650.0,22.0,Commercial,2418,776,752,45 to 64,Normal,Crossing with ROW,cyclist,speeding,Major
80234706,16,weekday,Clear,Daylight,Dry,0.2,0.28,Midblock,No Control,Major Arterial,60,865.0,42.0,Residential,659,226,209,Over 65,Unknown,Other,automobile,aggressive driving,Minor
80234707,16,weekday,Clear,Daylight,Dry,0.2,0.28,Midblock,No Control,Major Arterial,60,865.0,42.0,Residential,659,226,209,Over 65,Normal,Other,automobile,aggressive driving,Fatal
80254130,11,weekend,Clear,Daylight,Dry,11.7,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,560.0,6.0,Parks,1840,768,737,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
7888121,20,weekday,Rain,Dark,Wet,10.9,0.86,Intersection,Traffic Signal including Transit,Major Arterial,60,392.0,18.0,Mixed Use,830,362,345,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80200382,15,weekday,Clear,Daylight,Wet,-6.0,0.68,Intersection,No Control,Major Arterial,60,623.0,43.0,Parks,1996,709,672,30 to 44,Unknown,Other,automobile,speeding,Major
80254131,11,weekend,Clear,Daylight,Dry,11.7,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,560.0,6.0,Parks,1840,768,737,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80143414,21,weekday,Clear,Dark,Dry,19.7,0.4,Midblock,No Control,Major Arterial,60,386.0,9.0,Residential,690,292,263,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Fatal
80217288,1,weekend,Clear,Dark,Dry,18.9,0.86,Midblock,No Control,Major Arterial,60,771.0,187.0,Parks,818,466,426,15 to 29,Unknown,Crossing without ROW,automobile,speeding,Major
80156696,20,weekend,Clear,Dark,Dry,7.6,0.5,Intersection,Pedestrian Crossover,Major Arterial,60,322.0,33.0,Residential,647,286,266,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80254132,11,weekend,Clear,Daylight,Dry,11.7,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,560.0,6.0,Parks,1840,768,737,Over 65,Unknown,Crossing with ROW,automobile,aggressive driving,Major
80000088,0,weekday,Clear,Dark,Dry,-0.6,0.58,Midblock,No Control,Local,50,273.0,5.0,Parks,467,212,199,Over 65,Unknown,Other,automobile,speeding,Fatal
7883354,0,weekday,Rain,Dark,Wet,5.4,0.79,Intersection,No Control,Major Arterial,60,499.0,249.0,Residential,297,141,116,Over 65,Impaired - Alcohol (BAC = Normal),Crossing without ROW,transit vehicle,speeding,Major
80199677,17,weekday,Clear,Dark,Dry,3.6,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,593.0,41.0,Parks,1887,1387,1305,Over 65,Unknown,Unknown,automobile,aggressive driving,Major
80502882,20,weekday,Rain,Dusk,Wet,-0.5,0.92,Intersection,Traffic Signal including Transit,Major Arterial,60,573.0,620.0,Mixed Use,2382,1663,1312,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80503706,15,weekend,Clear,Daylight,Dry,3.6,0.64,Intersection,Traffic Signal including Transit,Major Arterial,60,928.0,122.0,Residential,507,277,253,Over 65,Normal,Crossing with ROW,cyclist,speeding,Major
81152650,17,weekday,Clear,Dark,Dry,3.6,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,593.0,41.0,Parks,574,294,281,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80147780,20,weekday,Clear,Dark,Wet,-4.6,0.7,Intersection,Traffic Signal including Transit,Major Arterial,60,240.0,18.0,Residential,479,218,197,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
80485256,4,weekend,Clear,Dark,Dry,19.5,0.79,Midblock,No Control,Major Arterial,60,395.0,15.0,Residential,411,209,172,30 to 44,Other,Crossing without ROW,automobile,speeding,Fatal
80254158,15,weekend,Clear,Daylight,Dry,13.9,0.46,Intersection,No Control,Major Arterial,60,585.0,8.0,Residential,516,187,181,Under 15,Normal,Crossing with ROW and no control,automobile,speeding,Major
7884436,10,weekday,Clear,Daylight,Dry,6.9,0.8,Intersection,Other Traffic Control,Major Arterial,60,579.0,54.0,Residential,530,239,222,Over 65,Unknown,Crossing with ROW,automobile,aggressive driving,Fatal
80148199,15,weekday,Clear,Daylight,Ice/Slush,4.3,0.63,Midblock,No Control,Local,50,339.0,6.0,Parks,560,203,199,15 to 29,Normal,Crossing with ROW,truck,speeding,Major
80243114,4,weekday,Clear,Dark,Dry,16.5,0.8,Intersection,Traffic Signal including Transit,Major Arterial,60,865.0,20.0,Residential,1664,729,707,Over 65,Normal,Crossing without ROW,automobile,speeding,Major
80503035,9,weekday,Clear,Daylight,Dry,1.7,0.38,Intersection,Traffic Signal including Transit,Major Arterial,60,581.0,24.0,Parks,939,526,501,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Fatal
80496487,20,weekday,Clear,Dark,Dry,4.3,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,336.0,73.0,Residential,774,434,384,Over 65,Medical or Physical Disability,Crossing with ROW,transit vehicle,aggressive driving,Fatal
80254159,15,weekend,Clear,Daylight,Dry,13.9,0.46,Intersection,No Control,Major Arterial,60,585.0,8.0,Residential,516,187,181,Under 15,Unknown,Crossing with ROW and no control,automobile,speeding,Minimal
80156893,15,weekday,Clear,Daylight,Dry,13.3,0.41,Intersection,No Control,Major Arterial,60,333.0,3.0,Residential,735,287,262,Under 15,Normal,Crossing with ROW and no control,automobile,speeding,Major
80254160,15,weekend,Clear,Daylight,Dry,13.9,0.46,Intersection,No Control,Major Arterial,60,585.0,8.0,Residential,516,187,181,15 to 29,Unknown,Crossing with ROW and no control,automobile,speeding,Minimal
80224656,7,weekday,Clear,Daylight,Wet,-3.0,0.86,Intersection,Traffic Signal including Transit,Major Arterial,60,741.0,14.0,Other Open Space,688,235,226,30 to 44,Unknown,Crossing with ROW,truck,aggressive driving,Major
7894406,20,weekday,Rain,Dark,Wet,13.7,0.91,Intersection,No Control,Major Arterial,60,456.0,42.0,Residential,2139,1124,963,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
80508323,22,weekend,Clear,Dark,Dry,24.3,0.71,Midblock,No Control,Minor Arterial,60,553.0,47.0,Mixed Use,348,137,134,15 to 29,Normal,Other,automobile,speeding,Minimal
80243293,23,weekday,Clear,Dark,Dry,16.7,0.42,Intersection,Traffic Signal including Transit,Major Arterial,60,881.0,5.0,Parks,1582,1009,925,30 to 44,Unknown,Crossing without ROW,automobile,speeding,Major
80254161,15,weekend,Clear,Daylight,Dry,13.9,0.46,Intersection,No Control,Major Arterial,60,585.0,8.0,Residential,516,187,181,45 to 64,Unknown,Crossing with ROW and no control,automobile,speeding,Major
80158067,22,weekday,Clear,Dark,Dry,11.2,0.55,Intersection,Traffic Signal including Transit,Major Arterial,60,1210.0,100.0,Parks,2241,732,704,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80243564,13,weekend,Clear,Daylight,Dry,22.9,0.38,Intersection,Traffic Signal including Transit,Major Arterial,60,888.0,6.0,Unknown,615,207,196,Over 65,Normal,Other,automobile,speeding,Minor
8000213,18,weekday,Clear,Dusk,Dry,0.7,0.65,Intersection,Traffic Signal including Transit,Minor Arterial,60,403.0,54.0,Residential,563,246,225,30 to 44,Normal,Crossing with ROW,automobile,speeding,Fatal
80508324,22,weekend,Clear,Dark,Dry,24.3,0.71,Midblock,No Control,Minor Arterial,60,553.0,47.0,Mixed Use,348,137,134,15 to 29,Normal,Other,automobile,speeding,Major
80503036,21,weekday,Rain,Dark,Wet,12.1,0.92,Intersection,Traffic Signal including Transit,Major Arterial,60,746.0,2.0,Natural areas,370,110,107,45 to 64,Distracted,Crossing without ROW,automobile,speeding,Fatal
7884889,5,weekday,Rain,Dark,Wet,13.3,0.91,Midblock,No Control,Major Arterial,60,204.0,38.0,Residential,861,316,293,Unknown,Normal,Other,automobile,speeding,Major
80243565,13,weekend,Clear,Daylight,Dry,22.9,0.38,Intersection,Traffic Signal including Transit,Major Arterial,60,888.0,6.0,Unknown,615,207,196,Over 65,Normal,Other,automobile,speeding,Major
80496511,20,weekday,Clear,Dark,Dry,-6.0,0.62,Intersection,No Control,Major Arterial,60,1170.0,62.0,Mixed Use,659,285,271,45 to 64,Other,Crossing with ROW and no control,automobile,speeding,Fatal
80254175,19,weekend,Clear,Dark,Dry,9.6,0.7,Intersection,Traffic Signal including Transit,Major Arterial,60,905.0,50.0,Residential,1996,709,672,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80628217,17,weekday,Clear,Daylight,Dry,8.7,0.62,Midblock,No Control,Local,50,116.0,176.0,Mixed Use,3073,2002,1831,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
80172812,8,weekend,Clear,Daylight,Dry,23.7,0.82,Intersection,Traffic Signal including Transit,Major Arterial,60,322.0,122.0,Mixed Use,2230,1445,1330,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80503698,8,weekday,Clear,Daylight,Dry,0.7,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,370.0,12.0,Parks,1453,491,480,Under 15,Normal,Crossing without ROW,automobile,speeding,Major
80496514,12,weekend,Clear,Daylight,Dry,-2.6,0.25,Intersection,Traffic Signal including Transit,Minor Arterial,60,464.0,7.0,Residential,499,160,156,Over 65,Other,Crossing with ROW,automobile,aggressive driving,Fatal
7895529,22,weekday,Clear,Dark,Dry,10.0,0.75,Midblock,No Control,Major Arterial,60,630.0,250.0,Mixed Use,1711,1369,1066,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
80182802,3,weekend,Clear,Dark,Dry,2.5,0.97,Intersection,No Control,Major Arterial,60,386.0,179.0,Residential,358,180,158,15 to 29,Impaired - Alcohol (BAC > 0.08),Other,automobile,speeding,Major
80000026,17,weekday,Clear,Daylight,Dry,8.3,0.27,Intersection,No Control,Major Arterial,60,233.0,84.0,Mixed Use,441,207,188,15 to 29,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
80559934,19,weekday,Rain,Dark,Wet,10.5,0.93,Intersection,Traffic Signal including Transit,Major Arterial,60,650.0,50.0,Residential,807,375,322,45 to 64,Unknown,Crossing with ROW,automobile,aggressive driving,Major
80197010,21,weekday,Other,Dark,Other,22.8,0.81,Intersection,Other Traffic Control,Local,50,288.0,4.0,Residential,488,158,152,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
80254361,6,weekday,Rain,Dark,Wet,9.3,0.91,Intersection,No Control,Major Arterial,60,380.0,2.0,Residential,649,230,225,45 to 64,Distracted,Other,automobile,aggressive driving,Major
80148478,15,weekday,Clear,Daylight,Dry,2.0,0.61,Intersection,Traffic Signal including Transit,Major Arterial,60,399.0,21.0,Residential,521,212,200,45 to 64,Normal,Other,automobile,aggressive driving,Major
80217473,1,weekday,Clear,Dark,Dry,21.1,0.8,Midblock,No Control,Major Arterial,60,493.0,79.0,Residential,2911,989,951,30 to 44,Unknown,Unknown,transit vehicle,speeding,Fatal
7895501,9,weekend,Clear,Daylight,Dry,0.3,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,355.0,10.0,Residential,1376,668,646,Under 15,Normal,Crossing with ROW,automobile,aggressive driving,Minimal
80254630,15,weekday,Clear,Daylight,Dry,8.5,0.62,Intersection,Traffic Signal including Transit,Major Arterial,60,612.0,43.0,Mixed Use,923,602,570,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
7895502,9,weekend,Clear,Daylight,Dry,0.3,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,355.0,10.0,Residential,1376,668,646,Under 15,Normal,Crossing with ROW,automobile,aggressive driving,Major
80631933,7,weekday,Clear,Dark,Wet,3.6,0.87,Intersection,Other Traffic Control,Collector,50,120.0,75.0,Mixed Use,3922,2170,2053,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80503710,14,weekday,Clear,Daylight,Dry,2.0,0.74,Intersection,No Control,Minor Arterial,60,257.0,5.0,Residential,405,184,173,45 to 64,Normal,Crossing without ROW,transit vehicle,speeding,Major
80000020,21,weekend,Clear,Dark,Wet,-2.5,0.84,Intersection,Traffic Signal including Transit,Major Arterial,60,320.0,68.0,Mixed Use,442,259,201,30 to 44,Unknown,Crossing without ROW,automobile,speeding,Fatal
80173183,17,weekday,Clear,Daylight,Dry,25.4,0.48,Intersection,No Control,Major Arterial,60,869.0,32.0,Other Open Space,762,292,276,45 to 64,Impaired - Drugs,Crossing without ROW,automobile,speeding,Major
80496557,20,weekend,Rain,Dark,Wet,0.4,0.9,Midblock,No Control,Minor Arterial,60,315.0,135.0,Parks,116,0,0,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,transit vehicle,speeding,Fatal
80158569,10,weekend,Clear,Daylight,Dry,9.4,0.49,Intersection,Traffic Signal including Transit,Major Arterial,60,640.0,82.0,Mixed Use,1453,551,540,Under 15,Distracted,Crossing without ROW,transit vehicle,speeding,Major
80244670,4,weekday,Clear,Dark,Dry,14.1,0.65,Midblock,No Control,Major Arterial,60,523.0,42.0,Residential,437,243,201,30 to 44,Unknown,Other,automobile,speeding,Major
80173528,17,weekend,Clear,Daylight,Dry,20.2,0.5,Intersection,Traffic Signal including Transit,Major Arterial,60,404.0,86.0,Parks,644,291,276,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
