INDEX_,HOUR,DAYOFWEEK,VISIBILITY,LIGHT,RDSFCOND,TEMP,REL_HUMID,LOCCOORD,TRAFFCTL,ROADCLASS,SPEEDLMT,VEH_ADT,PED_ADT,LAND_USE,POP_2021,PRIV_DWELL,LAND_AREA,INVAGE,PEDCOND,PEDACT,VEHINV,VIOL,INJURY
7446526,18,weekday,Clear,Daylight,Dry,29.7,0.34,Intersection,Other Traffic Control,Major Arterial,60,312.0,157.0,Residential,527,218,211,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
7478087,8,weekend,Clear,Daylight,Dry,14.2,0.86,Intersection,Traffic Signal including Transit,Major Arterial,60,1134.0,71.0,Commercial,2418,776,752,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
7790635,5,weekday,Clear,Dark,Wet,2.8,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,523.0,29.0,Mixed Use,1137,508,485,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
7432502,19,weekend,Clear,Daylight,Dry,27.6,0.38,Intersection,Traffic Signal including Transit,Major Arterial,60,595.0,45.0,Residential,816,259,244,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
7849569,6,weekday,Clear,Dawn,Dry,20.3,0.84,Intersection,Traffic Signal including Transit,Minor Arterial,60,416.0,116.0,Residential,304,171,152,15 to 29,Unknown,Crossing with ROW,automobile,aggressive driving,Major
7528587,16,weekend,Clear,Daylight,Dry,17.9,0.72,Intersection,Traffic Signal including Transit,Major Arterial,60,287.0,152.0,Residential,495,231,220,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
7448933,10,weekday,Clear,Daylight,Dry,26.6,0.74,Intersection,Traffic Signal including Transit,Major Arterial,60,505.0,96.0,Residential,3194,2249,2026,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
7542190,16,weekday,Clear,Daylight,Dry,32.6,0.6,Intersection,No Control,Major Arterial,60,374.0,5.0,Commercial,1719,268,255,45 to 64,Distracted,Crossing with ROW and no control,motorcycle,speeding,Major
7448324,0,weekend,Clear,Dark,Dry,22.4,0.72,Midblock,No Control,Collector,50,227.0,1.0,Commercial,817,243,233,15 to 29,Unknown,Crossing with ROW and no control,automobile,speeding,Major
7527537,18,weekend,Clear,Daylight,Dry,25.7,0.44,Intersection,Traffic Signal including Transit,Major Arterial,60,843.0,42.0,Residential,801,349,340,15 to 29,Unknown,Crossing with ROW,automobile,aggressive driving,Fatal
7773873,6,weekday,Clear,Dusk,Wet,3.2,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,703.0,19.0,Commercial,507,166,163,45 to 64,Normal,Crossing with ROW,transit vehicle,aggressive driving,Major
7479452,1,weekend,Clear,Dark,Dry,11.1,0.94,Intersection,No Control,Minor Arterial,60,17.0,5.0,Residential,735,341,302,45 to 64,Medical or Physical Disability,Other,automobile,speeding,Major
7792145,6,weekday,Rain,Dark,Wet,3.9,0.81,Intersection,Traffic Signal including Transit,Major Arterial,60,849.0,99.0,Residential,998,278,265,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
7790613,6,weekend,Rain,Dark,Wet,10.2,0.96,Intersection,No Control,Major Arterial,60,563.0,184.0,Mixed Use,1291,1042,779,30 to 44,Distracted,Crossing with ROW and no control,automobile,speeding,Major
7480756,18,weekday,Clear,Dusk,Dry,14.9,0.61,Intersection,Traffic Signal including Transit,Major Arterial,60,296.0,6.0,Residential,810,241,231,Over 65,Distracted,Crossing without ROW,automobile,speeding,Major
7467020,9,weekday,Clear,Daylight,Dry,16.2,0.81,Intersection,Traffic Signal including Transit,Major Arterial,60,473.0,32.0,Parks,625,384,360,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
7467253,18,weekend,Clear,Daylight,Dry,14.8,0.56,Midblock,No Control,Collector,50,83.0,1.0,Other Open Space,45,38,16,15 to 29,Normal,Other,automobile,speeding,Fatal
7467254,18,weekend,Clear,Daylight,Dry,14.8,0.56,Midblock,No Control,Collector,50,83.0,1.0,Other Open Space,45,38,16,15 to 29,Normal,Other,automobile,speeding,None
7483184,8,weekday,Clear,Daylight,Dry,8.7,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,731.0,91.0,Residential,509,171,145,15 to 29,Normal,Crossing with ROW and no control,automobile,speeding,Major
7482854,8,weekday,Clear,Daylight,Dry,8.7,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,392.0,51.0,Parks,1263,544,510,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80681707,17,weekday,Rain,Dark,Wet,11.8,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,244.0,39.0,Parks,333,212,189,15 to 29,Normal,Other,automobile,aggressive driving,Major
80495366,14,weekday,Clear,Daylight,Dry,3.2,0.49,Midblock,No Control,Major Arterial,60,437.0,20.0,Residential,2306,957,922,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80495479,22,weekend,Clear,Dark,Dry,-0.3,0.57,Intersection,Other Traffic Control,Major Arterial,60,567.0,123.0,Residential,741,387,353,Over 65,Distracted,Crossing without ROW,automobile,speeding,Major
80495602,17,weekday,Rain,Dark,Wet,6.5,0.95,Midblock,No Control,Major Arterial,60,396.0,83.0,Residential,530,253,234,15 to 29,Impaired - Alcohol (BAC > 0.08),Crossing with ROW and no control,automobile,speeding,Major
80495633,21,weekday,Rain,Dark,Wet,7.7,0.95,Intersection,Traffic Signal including Transit,Major Arterial,60,794.0,99.0,Parks,1340,580,552,15 to 29,Distracted,Crossing without ROW,automobile,aggressive driving,Major
80557705,0,weekend,Clear,Dark,Dry,-12.0,0.71,Intersection,Traffic Signal including Transit,Major Arterial,60,775.0,39.0,Natural areas,576,318,298,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
80495719,18,weekday,Clear,Dark,Dry,11.5,0.78,Intersection,No Control,Major Arterial,60,517.0,22.0,Residential,497,210,196,30 to 44,Normal,Crossing with ROW,truck,aggressive driving,Major
80631998,8,weekday,Clear,Daylight,Dry,14.3,0.68,Intersection,Traffic Signal including Transit,Major Arterial,60,773.0,15.0,Residential,606,222,217,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80632000,8,weekday,Clear,Daylight,Dry,6.9,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,307.0,129.0,Residential,973,528,490,30 to 44,Other,Other,transit vehicle,speeding,Major
80495953,16,weekend,Clear,Daylight,Dry,4.6,0.82,Intersection,No Control,Major Arterial,60,305.0,130.0,Regeneration,520,176,170,15 to 29,Normal,Other,automobile,speeding,Major
7875613,21,weekday,Clear,Dark,Dry,13.2,0.8,Midblock,No Control,Major Arterial,60,619.0,3.0,Regeneration,428,252,222,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Fatal
80495954,16,weekend,Clear,Daylight,Dry,4.6,0.82,Intersection,No Control,Major Arterial,60,305.0,130.0,Regeneration,520,176,170,15 to 29,Normal,Other,automobile,speeding,Minimal
80495955,16,weekend,Clear,Daylight,Dry,4.6,0.82,Intersection,No Control,Major Arterial,60,305.0,130.0,Regeneration,520,176,170,15 to 29,Normal,Other,automobile,speeding,Minimal
80495956,16,weekend,Clear,Daylight,Dry,4.6,0.82,Intersection,No Control,Major Arterial,60,305.0,130.0,Regeneration,520,176,170,15 to 29,Normal,Other,automobile,speeding,Minimal
80495960,17,weekend,Clear,Dusk,Dry,4.5,0.83,Intersection,No Control,Major Arterial,60,514.0,28.0,Residential,278,150,131,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
80495961,17,weekend,Clear,Dusk,Dry,4.5,0.83,Intersection,No Control,Major Arterial,60,514.0,28.0,Residential,278,150,131,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
80496238,18,weekday,Clear,Dark,Dry,2.1,0.88,Intersection,Traffic Signal including Transit,Minor Arterial,60,374.0,122.0,Parks,463,311,256,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
80496257,23,weekday,Clear,Dark,Dry,1.8,0.9,Intersection,No Control,Major Arterial,60,422.0,48.0,Residential,774,365,348,45 to 64,Normal,Crossing with ROW and no control,automobile,aggressive driving,Fatal
80500030,19,weekday,Clear,Dark,Dry,-2.0,0.73,Intersection,Traffic Signal including Transit,Major Arterial,60,683.0,54.0,Unknown,540,210,202,45 to 64,Normal,Other,automobile,aggressive driving,Major
80497621,19,weekend,Clear,Dark,Dry,-4.9,0.7,Midblock,No Control,Major Arterial,60,1160.0,82.0,Residential,555,138,132,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,aggressive driving,Fatal
80498423,6,weekday,Clear,Dark,Dry,-12.4,0.7,Midblock,No Control,Major Arterial,60,570.0,2.0,Residential,466,168,164,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
80498736,16,weekday,Clear,Daylight,Dry,-2.7,0.57,Midblock,No Control,Major Arterial,60,1127.0,51.0,Mixed Use,878,374,367,Under 15,Normal,Crossing without ROW,automobile,speeding,Major
80500078,13,weekday,Clear,Daylight,Wet,3.3,0.84,Intersection,Pedestrian Crossover,Major Arterial,60,441.0,27.0,Residential,647,286,266,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
80500398,16,weekday,Clear,Dark,Dry,-6.3,0.54,Intersection,No Control,Major Arterial,60,851.0,5.0,Commercial,370,110,107,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
80500503,21,weekday,Strong wind,Dark,Ice/Slush,-5.7,0.64,Intersection,Traffic Signal including Transit,Major Arterial,60,561.0,43.0,Mixed Use,1329,669,641,45 to 64,Normal,Crossing without ROW,automobile,speeding,Major
80500650,13,weekday,Clear,Daylight,Dry,-1.8,0.62,Intersection,Traffic Signal including Transit,Major Arterial,60,244.0,154.0,Residential,366,200,169,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
80500721,14,weekday,Clear,Daylight,Wet,2.2,0.93,Intersection,Traffic Signal including Transit,Major Arterial,60,992.0,85.0,Residential,647,286,266,Over 65,Normal,Crossing with ROW,automobile,speeding,Fatal
80500764,18,weekday,Rain,Dark,Wet,1.8,0.91,Intersection,No Control,Collector,50,242.0,8.0,Residential,527,187,179,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80500819,15,weekend,Clear,Daylight,Dry,-0.8,0.61,Midblock,No Control,Minor Arterial,60,361.0,27.0,Residential,372,170,159,15 to 29,Normal,Crossing without ROW,automobile,speeding,Major
80497128,19,weekend,Clear,Dark,Dry,-7.8,0.62,Intersection,No Control,Major Arterial,60,541.0,13.0,Residential,689,404,308,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
80497375,19,weekday,Clear,Dark,Dry,-3.8,0.46,Midblock,No Control,Major Arterial,60,595.0,13.0,Parks,3752,1516,1460,45 to 64,Distracted,Other,automobile,speeding,Major
80497575,21,weekend,Clear,Dark,Dry,0.1,0.7,Intersection,Traffic Signal including Transit,Major Arterial,60,517.0,28.0,Residential,663,438,402,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
80632133,19,weekday,Clear,Dark,Dry,3.0,0.61,Intersection,Traffic Signal including Transit,Major Arterial,60,474.0,26.0,Parks,2299,990,901,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80485259,9,weekday,Clear,Daylight,Dry,-0.4,0.8,Intersection,Traffic Signal including Transit,Major Arterial,60,525.0,49.0,Mixed Use,3922,2170,2053,45 to 64,Normal,Crossing with ROW,transit vehicle,aggressive driving,Fatal
80497763,21,weekday,Snow,Dark,Wet,1.3,0.92,Midblock,No Control,Local,50,15.0,1.0,Residential,364,129,128,45 to 64,Impaired - Alcohol (BAC = Normal),Other,cyclist,speeding,Major
80485306,17,weekend,Clear,Dark,Dry,6.0,0.6,Intersection,No Control,Major Arterial,60,313.0,18.0,Residential,501,223,187,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
80632308,16,weekday,Clear,Daylight,Dry,1.8,0.67,Intersection,Traffic Signal including Transit,Major Arterial,60,455.0,21.0,Residential,1373,453,432,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80485352,9,weekday,Clear,Daylight,Wet,-2.8,0.83,Intersection,Other Traffic Control,Local,50,117.0,3.0,Residential,501,229,213,Over 65,Normal,Other,automobile,aggressive driving,Fatal
80498706,10,weekend,Clear,Daylight,Dry,-22.8,0.5,Midblock,No Control,Major Arterial,60,642.0,8.0,Residential,881,291,286,Over 65,Distracted,Crossing without ROW,automobile,speeding,Fatal
80501740,13,weekday,Clear,Daylight,Dry,-4.8,0.6,Intersection,Traffic Signal including Transit,Minor Arterial,60,245.0,14.0,Residential,421,185,166,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
80498961,22,weekday,Clear,Dark,Dry,-4.1,0.62,Intersection,No Control,Local,50,176.0,102.0,Residential,310,161,149,Over 65,Distracted,Crossing without ROW,transit vehicle,speeding,Fatal
80499149,1,weekend,Clear,Dark,Dry,5.0,0.7,Midblock,No Control,Major Arterial,60,1153.0,18.0,Mixed Use,3922,2170,2053,15 to 29,Normal,Other,automobile,alcohol-related,Major
80499150,1,weekend,Clear,Dark,Dry,5.0,0.7,Midblock,No Control,Major Arterial,60,1153.0,18.0,Mixed Use,3922,2170,2053,15 to 29,Normal,Other,automobile,alcohol-related,Major
80499196,17,weekend,Clear,Daylight,Dry,3.9,0.5,Midblock,No Control,Major Arterial,60,456.0,3.0,Commercial,45,38,16,30 to 44,Normal,Other,truck,speeding,Major
80499269,21,weekday,Clear,Dark,Dry,0.4,0.5,Midblock,No Control,Minor Arterial,60,369.0,129.0,Residential,572,287,251,45 to 64,Normal,Other,automobile,speeding,Major
80499345,9,weekday,Freezing Rain,Daylight,Wet,0.5,0.89,Intersection,Traffic Signal including Transit,Major Arterial,60,1018.0,78.0,Parks,939,526,501,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80632425,16,weekday,Clear,Daylight,Dry,-1.5,0.75,Midblock,No Control,Local,50,365.0,6.0,Residential,843,317,292,30 to 44,Normal,Other,automobile,aggressive driving,Major
80632432,19,weekday,Clear,Dark,Dry,-2.0,0.63,Midblock,No Control,Minor Arterial,60,366.0,194.0,Residential,1317,680,647,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80632430,19,weekday,Clear,Dusk,Dry,-2.0,0.63,Midblock,No Control,Collector,50,603.0,3.0,Residential,693,226,217,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80512154,11,weekday,Snow,Daylight,Snow,-8.0,0.87,Intersection,Traffic Signal including Transit,Major Arterial,60,533.0,35.0,Residential,518,186,177,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
80154496,20,weekday,Clear,Dark,Dry,9.4,0.52,Intersection,Traffic Signal including Transit,Major Arterial,60,413.0,23.0,Parks,1267,557,525,45 to 64,Unknown,Crossing with ROW,automobile,aggressive driving,Major
80154698,7,weekday,Clear,Dark,Dry,-13.2,0.6,Midblock,No Control,Major Arterial,60,306.0,41.0,Residential,1095,427,398,Over 65,Unknown,Crossing with ROW and no control,automobile,speeding,Major
80154894,6,weekday,Clear,Dark,Dry,1.9,0.7,Midblock,No Control,Minor Arterial,60,274.0,25.0,Parks,1411,639,616,30 to 44,Unknown,Other,automobile,speeding,Major
7889864,16,weekday,Clear,Daylight,Dry,15.5,0.67,Intersection,Other Traffic Control,Collector,50,95.0,31.0,Residential,461,187,172,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
80558096,13,weekday,Clear,Daylight,Wet,-10.5,0.66,Intersection,Other Traffic Control,Minor Arterial,60,207.0,81.0,Mixed Use,454,337,283,Over 65,Normal,Other,automobile,speeding,Major
80197062,19,weekend,Clear,Dark,Dry,14.5,0.65,Intersection,No Control,Major Arterial,60,461.0,1.0,Residential,680,251,241,15 to 29,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
80205212,6,weekday,Clear,Dark,Dry,1.9,0.7,Midblock,No Control,Minor Arterial,60,274.0,25.0,Parks,1411,639,616,30 to 44,Unknown,Other,automobile,speeding,Major
80143680,8,weekday,Rain,Daylight,Dry,13.2,0.87,Intersection,Traffic Signal including Transit,Major Arterial,60,520.0,6.0,Parks,416,151,140,15 to 29,Unknown,Crossing with ROW,automobile,aggressive driving,Minor
80622908,3,weekend,Clear,Dark,Dry,-1.2,0.6,Midblock,No Control,Local,50,642.0,8.0,Natural areas,3410,1469,1283,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,aggressive driving,Major
80155273,17,weekend,Clear,Daylight,Dry,2.4,0.61,Intersection,Other Traffic Control,Minor Arterial,60,219.0,30.0,Residential,279,175,127,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80632022,20,weekday,Clear,Dawn,Dry,15.3,0.54,Intersection,Traffic Signal including Transit,Major Arterial,60,762.0,67.0,Residential,638,259,226,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80000038,16,weekday,Clear,Daylight,Dry,24.9,0.39,Intersection,Traffic Signal including Transit,Major Arterial,60,870.0,58.0,Parks,2108,911,855,30 to 44,Unknown,Other,automobile,aggressive driving,Fatal
80179561,17,weekday,Clear,Daylight,Dry,2.9,0.61,Intersection,Traffic Signal including Transit,Major Arterial,60,614.0,43.0,Residential,1381,410,397,Over 65,Normal,Crossing with ROW,automobile,speeding,Major
80501887,14,weekday,Clear,Daylight,Dry,-0.8,0.5,Intersection,Traffic Signal including Transit,Major Arterial,60,394.0,91.0,Regeneration,1049,746,623,30 to 44,Medical or Physical Disability,Crossing without ROW,truck,speeding,Fatal
80631982,16,weekday,Clear,Daylight,Dry,9.8,0.67,Midblock,No Control,Major Arterial,60,235.0,150.0,Parks,3878,3210,2492,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80558546,11,weekday,Clear,Daylight,Dry,-2.4,0.56,Midblock,No Control,Major Arterial,60,1031.0,25.0,Parks,3298,1291,1231,15 to 29,Distracted,Crossing without ROW,truck,speeding,None
80623083,1,weekday,Clear,Dark,Dry,-5.1,0.66,Intersection,Traffic Signal including Transit,Major Arterial,60,810.0,441.0,Mixed Use,2382,1663,1312,Unknown,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
80000076,16,weekday,Clear,Daylight,Dry,-0.5,0.66,Intersection,Traffic Signal including Transit,Major Arterial,60,1089.0,32.0,Natural areas,721,225,219,45 to 64,Normal,Crossing with ROW,truck,aggressive driving,Fatal
80501994,21,weekday,Clear,Daylight,Dry,8.2,0.74,Intersection,Traffic Signal including Transit,Major Arterial,60,903.0,100.0,Residential,318,146,136,15 to 29,Distracted,Crossing without ROW,transit vehicle,speeding,Major
80903557,16,weekday,Clear,Dusk,Dry,-5.3,0.49,Intersection,No Control,Major Arterial,60,396.0,2.0,Natural areas,1340,580,552,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
80631903,17,weekday,Clear,Dark,Dry,7.4,0.87,Intersection,Traffic Signal including Transit,Major Arterial,60,916.0,42.0,Other Open Space,598,234,226,Under 15,Normal,Crossing without ROW,automobile,speeding,Major
7873941,21,weekday,Clear,Dark,Dry,13.0,0.79,Intersection,Traffic Signal including Transit,Major Arterial,60,467.0,94.0,Residential,411,197,172,15 to 29,Normal,Crossing without ROW,transit vehicle,aggressive driving,Major
8000105,22,weekday,Clear,Dark,Dry,19.0,0.62,Midblock,No Control,Major Arterial,60,274.0,66.0,Parks,818,379,333,Over 65,Unknown,Other,transit vehicle,speeding,Minor
80155633,9,weekday,Clear,Daylight,Dry,-8.2,0.53,Intersection,Other Traffic Control,Minor Arterial,60,166.0,210.0,Mixed Use,2036,1520,1344,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
80240651,21,weekday,Clear,Dark,Dry,16.9,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,533.0,10.0,Residential,696,222,214,45 to 64,Distracted,Crossing without ROW,automobile,speeding,Major
80631905,6,weekday,Clear,Dawn,Dry,-2.0,0.79,Intersection,No Control,Major Arterial,60,528.0,31.0,Residential,509,171,145,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80501999,10,weekday,Clear,Daylight,Dry,13.2,0.58,Intersection,Traffic Signal including Transit,Major Arterial,60,373.0,38.0,Parks,340,110,103,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
80253524,8,weekday,Clear,Daylight,Dry,6.3,0.73,Intersection,No Control,Major Arterial,60,894.0,19.0,Residential,1159,380,363,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
7890605,9,weekday,Clear,Daylight,Dry,14.7,0.6,Intersection,Traffic Signal including Transit,Major Arterial,60,404.0,86.0,Parks,644,291,276,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80000039,22,weekday,Clear,Dark,Dry,19.0,0.62,Midblock,No Control,Major Arterial,60,274.0,66.0,Parks,818,379,333,Over 65,Unknown,Other,transit vehicle,speeding,Fatal
8000172,12,weekday,Clear,Daylight,Dry,-2.1,0.55,Intersection,Traffic Signal including Transit,Minor Arterial,60,341.0,25.0,Residential,372,173,154,Over 65,Unknown,Crossing with ROW,automobile,aggressive driving,Fatal
80890817,17,weekday,Clear,Dark,Dry,-8.0,0.61,Midblock,No Control,Collector,50,162.0,68.0,Parks,897,284,273,30 to 44,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
80170332,2,weekend,Clear,Dark,Dry,18.1,0.72,Intersection,No Control,Major Arterial,60,627.0,29.0,Residential,404,111,104,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
80632006,18,weekday,Snow,Dark,Wet,-1.5,0.61,Intersection,Traffic Signal including Transit,Major Arterial,60,784.0,160.0,Residential,679,226,218,15 to 29,Normal,Other,automobile,speeding,Major
80155845,16,weekday,Clear,Daylight,Dry,8.3,0.74,Midblock,No Control,Major Arterial,60,320.0,21.0,Regeneration,2262,1615,1448,30 to 44,Distracted,Crossing with ROW and no control,automobile,speeding,Major
80241216,13,weekday,Clear,Daylight,Dry,22.5,0.53,Intersection,Traffic Signal including Transit,Major Arterial,60,756.0,232.0,Parks,974,545,485,Over 65,Normal,Other,automobile,speeding,Fatal
80485509,5,weekend,Clear,Dark,Dry,14.4,0.71,Intersection,Traffic Signal including Transit,Major Arterial,60,739.0,32.0,Mixed Use,4484,1959,1846,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
80623596,15,weekday,Clear,Daylight,Dry,3.4,0.69,Intersection,No Control,Major Arterial,60,475.0,4.0,Parks,388,182,149,Over 65,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
7890307,15,weekday,Clear,Daylight,Dry,18.1,0.46,Midblock,No Control,Local,50,55.0,7.0,Other Open Space,925,318,300,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
8000170,6,weekday,Clear,Dawn,Dry,-6.8,0.81,Intersection,Traffic Signal including Transit,Major Arterial,60,640.0,82.0,Mixed Use,1453,551,540,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Fatal
80253637,9,weekday,Clear,Daylight,Dry,13.5,0.56,Midblock,No Control,Major Arterial,60,444.0,9.0,Parks,412,177,156,30 to 44,Normal,Other,automobile,speeding,Major
80241217,13,weekday,Clear,Daylight,Dry,22.5,0.53,Intersection,Traffic Signal including Transit,Major Arterial,60,756.0,232.0,Parks,974,545,485,45 to 64,Unknown,Other,automobile,speeding,Major
80558756,19,weekday,Clear,Dark,Dry,-2.0,0.63,Intersection,Traffic Signal including Transit,Minor Arterial,60,186.0,6.0,Residential,636,225,210,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
7895722,18,weekday,Clear,Daylight,Dry,16.6,0.45,Intersection,Traffic Signal including Transit,Major Arterial,60,691.0,60.0,Residential,449,195,178,Under 15,Normal,Other,automobile,aggressive driving,Major
80241218,13,weekday,Clear,Daylight,Dry,22.5,0.53,Intersection,Traffic Signal including Transit,Major Arterial,60,756.0,232.0,Parks,974,545,485,Over 65,Unknown,Other,automobile,speeding,Major
80155880,2,weekend,Clear,Dark,Dry,2.6,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,580.0,392.0,Mixed Use,617,141,118,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
80253826,9,weekday,Clear,Daylight,Dry,13.6,0.67,Intersection,Other Traffic Control,Collector,50,520.0,31.0,Residential,1479,563,545,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
7893610,18,weekday,Clear,Daylight,Dry,13.4,0.79,Intersection,Traffic Signal including Transit,Major Arterial,60,529.0,40.0,Mixed Use,603,178,172,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80241219,13,weekday,Clear,Daylight,Dry,22.5,0.53,Intersection,Traffic Signal including Transit,Major Arterial,60,756.0,232.0,Parks,974,545,485,45 to 64,Unknown,Other,automobile,speeding,Minor
80000080,6,weekday,Clear,Dawn,Wet,-0.2,0.92,Intersection,No Control,Minor Arterial,60,39.0,10.0,Residential,594,214,212,Over 65,Unknown,Crossing with ROW and no control,automobile,speeding,Fatal
80502173,22,weekend,Clear,Dark,Dry,11.7,0.44,Intersection,Traffic Signal including Transit,Major Arterial,60,857.0,822.0,Mixed Use,861,436,393,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
80180799,10,weekday,Clear,Daylight,Dry,-4.8,0.65,Intersection,Traffic Signal including Transit,Minor Arterial,60,299.0,34.0,Residential,1001,369,348,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
7893611,18,weekday,Clear,Daylight,Dry,13.4,0.79,Intersection,Traffic Signal including Transit,Major Arterial,60,529.0,40.0,Mixed Use,603,178,172,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
80000041,23,weekend,Clear,Dark,Dry,16.3,0.76,Intersection,Traffic Signal including Transit,Minor Arterial,60,213.0,28.0,Parks,488,206,190,45 to 64,Unknown,Crossing with ROW,automobile,aggressive driving,Fatal
80156119,17,weekday,Clear,Daylight,Dry,8.3,0.44,Intersection,Traffic Signal including Transit,Major Arterial,60,567.0,48.0,Parks,1034,439,382,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
80623601,17,weekday,Clear,Dark,Loose Sand or Gravel,3.0,0.72,Midblock,No Control,Collector,50,548.0,4.0,Parks,1198,434,425,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
80631913,18,weekday,Clear,Dark,Dry,2.0,0.66,Midblock,No Control,Major Arterial,60,659.0,1.0,Parks,570,202,189,15 to 29,Normal,Crossing with ROW and no control,automobile,aggressive driving,None
8000150,1,weekday,Clear,Dark,Dry,14.9,0.84,Intersection,No Control,Major Arterial,60,221.0,33.0,Parks,3438,2345,2182,45 to 64,Normal,Other,automobile,speeding,Minimal
80491048,14,weekday,Clear,Daylight,Dry,7.6,0.58,Intersection,Traffic Signal including Transit,Major Arterial,60,332.0,29.0,Residential,551,225,207,Over 65,Normal,Crossing with ROW,automobile,speeding,Fatal
80623611,18,weekday,Clear,Dark,Dry,2.8,0.75,Midblock,No Control,Major Arterial,60,474.0,0.0,Natural areas,6959,4432,4159,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
80000040,1,weekday,Clear,Dark,Dry,14.9,0.84,Intersection,No Control,Major Arterial,60,221.0,33.0,Parks,3438,2345,2182,45 to 64,Unknown,Other,automobile,speeding,Fatal
80241903,9,weekday,Clear,Daylight,Dry,22.1,0.8,Intersection,No Control,Major Arterial,60,613.0,14.0,Residential,572,223,216,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
